,data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_attualmente_positivi,nuovi_attualmente_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,std,std_,std_ricoverati_con_sintomi,std_terapia_intensiva,std_totale_ospedalizzati,std_isolamento_domiciliare,std_totale_attualmente_positivi,std_nuovi_attualmente_positivi,std_dimessi_guariti,std_deceduti,std_totale_casi,std_tamponi
399,2020-03-15 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,156.17282103069368,151.54350183147497,156.17282103069368,153.38173323843233,156.17282103069368,155.5869763592512,94.99999965423744,151.54350183147497,156.17282103069368,156.2540122025161,0.0,8.08451518946483,8.846969774405713,21.773452515885886,8.846969774405713,12.211389093407663,8.846969774405713,8.13789321797951,12.558772913709939,21.773452515885886,8.846969774405713,8.08451518946483
400,2020-03-15 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,12.121024518083896,11.179563062216173,12.691633364254509,13.453670517295976,13.453670517295976,12.63274144184065,0.0,0.0,13.453670517295976,13.892413396664255,0.0,1.0732107371206825,0.7452437883893372,0.9017019769644453,0.8490616907042928,1.0201030903504262,1.0201030903504262,0.86780841928849,0.0,0.0,1.0201030903504262,1.0732107371206825
401,2020-03-15 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,262.09312527651446,237.35388493365664,262.09312527651446,258.8294175559378,262.09312527651446,246.02745940058836,0.0,133.99999851676188,262.09312527651446,262.09590460687537,0.0,15.145694186777492,15.599244301670838,18.868228890983534,15.599244301670838,25.617335134524495,15.599244301670838,16.538484263295917,0.0,28.879720965026493,15.599244301670838,15.145694186777492
402,2020-03-15 17:00:00,ITA,18,Calabria,38.10922769,15.6434527,83.78325481154152,85.10259929754096,83.78325481154152,83.8268200827108,83.8268200827108,83.77234409982495,84.34595070853217,0.0,83.8268200827108,83.84213849116107,0.0,2.6065542691475243,3.871316812904202,6.669325506995831,3.871316812904202,2.952834927567626,2.952834927567626,4.289272138330244,5.540143774339498,0.0,2.952834927567626,2.6065542691475243
403,2020-03-15 17:00:00,ITA,15,Campania,40.83956555,14.25084984,332.28625125121863,314.4560272815026,332.28625125121863,332.28625125121863,332.28625125121863,330.9734012757938,314.4560272815026,206.24999732194192,332.28625125121863,334.0687214419178,0.0,9.337855560201024,9.430194522191249,9.658160947569087,9.430194522191249,9.430194522191249,9.430194522191249,9.41986918450646,9.658160947569087,114.8060390839705,9.430194522191249,9.337855560201024
404,2020-03-15 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.3417208,3186.771669845418,3186.771669845418,3186.771669845418,3186.771669845418,3186.771669845418,3186.771669845418,3061.1436681785094,3165.3294637146832,3186.771669845418,3186.771669845418,0.0,95.07220989913881,95.07220989913881,95.07220989913881,95.07220989913881,95.07220989913881,95.07220989913881,95.07220989913881,65.24632814108152,90.98520856085833,95.07220989913881,95.07220989913881
405,2020-03-15 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,406.411559438738,402.1855917847923,406.411559438738,407.1674940089575,407.1674940089575,406.71416285899534,403.81675475697256,399.84096964966744,407.1674940089575,408.7790923809783,0.0,12.176520719340669,15.71534276800229,20.508219405185706,15.71534276800229,14.347559181905044,14.347559181905044,14.003711491789542,18.87415673813181,22.664758276259256,14.347559181905044,12.176520719340669
406,2020-03-15 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,453.4466709950694,448.8217620868836,453.4466709950694,452.03178775279457,453.4466709950694,452.4977521285781,454.20687593423406,451.3462185832067,454.20687593423406,454.20687593423406,0.0,11.27764326552748,12.23222740095685,13.081033267411117,12.23222740095685,13.994432314184744,12.23222740095685,12.925095534228147,11.27764326552748,16.537651544198386,11.27764326552748,11.27764326552748
407,2020-03-15 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,620.2613605430539,622.4837287075062,620.2613605430539,620.1990115519055,620.2613605430539,622.6772360748746,622.4837287075062,628.41311819536,620.2613605430539,620.3224980477186,0.0,17.230688982651976,17.718543098975324,18.48678933870466,17.718543098975324,18.25850707621569,17.718543098975324,18.67730764033904,18.48678933870466,11.18422405887155,17.718543098975324,17.230688982651976
408,2020-03-15 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,14444.297100894877,14444.297100894877,14444.297100894877,14444.297100894877,14444.297100894877,14445.33610692379,14385.061001901411,14444.297100894877,14444.297100894877,14444.297100894877,0.0,282.9772178120411,282.9772178120411,282.9772178120411,282.9772178120411,282.9772178120411,282.9772178120411,291.2764763448177,289.8407128213446,282.9772178120411,282.9772178120411,282.9772178120411
409,2020-03-15 17:00:00,ITA,11,Marche,43.61675973,13.5188753,1138.1410782608086,1136.6288550882146,1138.1410782608086,1134.5383115681186,1138.1410782608086,1138.1410782608086,0.0,1123.5886571526005,1138.1410782608086,1139.937379121795,0.0,24.26399394238121,24.89853906304646,24.92608832466752,24.89853906304646,24.62915273484493,24.89853906304646,24.89853906304646,0.0,20.489296389496204,24.89853906304646,24.26399394238121
410,2020-03-15 17:00:00,ITA,14,Molise,41.55774754,14.65916051,21.300044975483377,18.097588804877493,21.300044975483377,19.198943977833807,21.300044975483377,20.643680250213958,0.0,0.0,21.300044975483377,22.843815608034156,0.0,2.9980049967975955,2.4219791126915475,0.40828203047696965,2.4219791126915475,1.3477946114684198,2.4219791126915475,3.032850025030999,0.0,0.0,2.4219791126915475,2.9980049967975955
