,data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_attualmente_positivi,nuovi_attualmente_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,std,std_ricoverati_con_sintomi,std_terapia_intensiva,std_totale_ospedalizzati,std_isolamento_domiciliare,std_totale_attualmente_positivi,std_nuovi_attualmente_positivi,std_dimessi_guariti,std_deceduti,std_totale_casi,std_tamponi
588,2020-03-24 17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,871.8160192743425,859.9485575155088,871.8160192743425,866.2317196053945,871.8160192743425,867.2750520893303,850.3783673854842,859.9485575155088,871.8160192743425,872.0448042810849,0.0,26.538875234132988,34.78479825640318,26.538875234132988,30.329894152445664,26.538875234132988,27.27650215174085,35.08781442519286,34.78479825640318,26.538875234132988,25.053730420776112
589,2020-03-24 17:00:00,ITA,17,Basilicata,40.63947052,15.80514834,120.92406241417885,122.8956997747669,122.11107820331084,122.13144175316779,122.13144175316779,121.9949080710789,0.0,0.0,122.13144175316779,122.18009933673144,0.0,4.782206487551363,5.5226488103727265,4.604215435419796,4.216749199723428,4.216749199723428,4.998859114683173,0.0,0.0,4.216749199723428,3.9251974157439338
590,2020-03-24 17:00:00,ITA,4,P.A. Bolzano,46.49933453,11.35662422,970.1120592773841,939.3407256947727,970.1120592773841,958.0159003063673,970.1120592773841,948.8994248053368,876.9319540315208,924.4167363934008,970.1120592773841,970.2258544565226,0.0,36.295328537944656,40.43517904690185,36.295328537944656,44.226788869429136,36.295328537944656,39.726122510478376,43.94559551779685,38.64330529706599,36.295328537944656,35.634140556458334
591,2020-03-24 17:00:00,ITA,18,Calabria,38.90597598,16.59440194,387.8447712207397,382.2354753982113,387.8447712207397,389.34399282167186,389.34399282167186,385.39093177931954,383.9601374488095,367.50061242889115,389.34399282167186,389.5510366255428,0.0,14.817537261460469,15.900802613275008,14.817537261460469,13.028693550120762,13.028693550120762,14.563327462525983,15.787109329922801,15.496163192767014,13.028693550120762,12.054658027067672
592,2020-03-24 17:00:00,ITA,15,Campania,40.83956555,14.25084984,1283.7453397836107,1265.0413527642993,1283.7453397836107,1283.7453397836107,1283.7453397836107,1283.9049532137524,1265.0413527642993,1256.7463896887748,1283.7453397836107,1285.4475432773345,0.0,29.759528963533768,34.40568180203974,29.759528963533768,29.759528963533768,29.759528963533768,29.016881634601372,34.40568180203974,38.60229634837867,29.759528963533768,28.51999213972486
593,2020-03-24 17:00:00,ITA,8,Emilia Romagna,44.49436681,11.3417208,10009.842775238427,10009.842775238427,10009.842775238427,10009.842775238427,10009.842775238427,10009.842775238427,9919.20840140215,9993.69842091366,10009.842775238427,10009.842775238427,0.0,112.3049142772961,112.3049142772961,112.3049142772961,112.3049142772961,112.3049142772961,112.3049142772961,78.1353954985747,107.17709123831743,112.3049142772961,112.3049142772961
594,2020-03-24 17:00:00,ITA,6,Friuli Venezia Giulia,45.6494354,13.76813649,1172.388469069609,1157.3864448607212,1172.388469069609,1176.1647774033856,1176.1647774033856,1172.3797683390515,1162.3899996571165,1151.3236012152377,1176.1647774033856,1181.3767984492279,0.0,38.384008167910736,38.05871761711954,38.384008167910736,37.515614563070514,37.515614563070514,37.801985500476476,38.55751232937167,37.145419334726455,37.515614563070514,34.35034845012782
595,2020-03-24 17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1935.6441192840298,1928.5899729835983,1935.6441192840298,1932.4989522923468,1935.6441192840298,1933.8295493987446,1937.569885432454,1923.14363542774,1937.569885432454,1937.569885432454,0.0,38.177235758858025,39.32172847108063,38.177235758858025,40.83107204933007,38.177235758858025,39.30518662930249,36.49424137300282,42.57654834077038,36.49424137300282,36.49424137300282
596,2020-03-24 17:00:00,ITA,7,Liguria,44.41149315,8.9326992,2375.5168215517797,2373.8674568862807,2375.5168215517797,2375.0282169844854,2375.5168215517797,2367.280230869759,2373.8674568862807,2371.1648291502593,2375.5168215517797,2375.897524331844,0.0,50.564245949254264,54.781576728667304,50.564245949254264,51.44936358068604,50.564245949254264,52.802527009655165,54.781576728667304,58.490161270587244,50.564245949254264,49.7051972123698
597,2020-03-24 17:00:00,ITA,3,Lombardia,45.46679409,9.190347404,35497.0026750946,35497.0026750946,35497.0026750946,35497.0026750946,35497.0026750946,35456.00916332184,35369.73929312499,35497.0026750946,35497.0026750946,35497.0026750946,0.0,906.6611737499746,906.6611737499746,906.6611737499746,906.6611737499746,906.6611737499746,923.0763132976706,925.9590048278671,906.6611737499746,906.6611737499746,906.6611737499746
598,2020-03-24 17:00:00,ITA,11,Marche,43.61675973,13.5188753,3231.260024895297,3227.897557750656,3231.260024895297,3223.701340935807,3231.260024895297,3231.260024895297,2380.999981932116,3204.4312721428514,3231.260024895297,3236.0260668590336,0.0,102.66167162343902,103.87918899941393,102.66167162343902,104.91311355330983,102.66167162343902,102.66167162343902,,106.29051693934001,102.66167162343902,99.89709476192395
599,2020-03-24 17:00:00,ITA,14,Molise,41.55774754,14.65916051,82.24534016856487,82.00607481588216,82.24534016856487,81.88139519906167,82.24534016856487,75.32438528181191,86.6573792808243,86.6573792808243,82.24534016856487,82.81454570157346,0.0,4.224999739741663,4.627295136096254,4.224999739741663,4.456420252699852,4.224999739741663,4.504644962834481,7.00233540187949,7.00233540187949,4.224999739741663,4.136806037365429
600,2020-03-24 17:00:00,ITA,1,Piemonte,45.0732745,7.680687483,6263.045118943249,6252.078426452413,6263.045118943249,6261.066678567994,6263.045118943249,6245.295420830553,3885.1999839787786,6231.292937684842,6263.045118943249,6263.045118943249,0.0,159.0047865709039,177.88629020042714,159.0047865709039,161.6495702701898,159.0047865709039,174.10749416155005,405.5804623043907,193.8107287612443,159.0047865709039,159.0047865709039
